TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,TransactionType,Location,Channel,CustomerOccupation,Target,cluster
539043.6020000001,2560.0,48730.0,5.0,78829714.999,-112784.0,Debit,Phoenix,Online,Doctor,7,7
81397.87700000001,1320.0,29590.0,5.0,7298183.5918,-190679.99999999997,Debit,Sacramento,Online,Student,5,5
147809.27550000002,4172.000000000001,75120.0,5.0,168260047.36979997,-184128.0,Debit,Fresno,ATM,Doctor,1,1
43347.0815,3862.0,13060.0,5.0,59339697.925,-214703.99999999997,Debit,Seattle,ATM,Retired,3,3
1091365.386,3180.0,44960.0,5.0,111342383.96679997,-143360.0,Debit,Baltimore,ATM,Retired,7,7
49775.22900000001,3614.0,61200.0,21.0,71633240.79139999,-140812.0,Credit,San Jose,Online,Retired,4,4
203283.229,3180.0,60040.0,5.0,88711589.54399998,-166292.0,Debit,Oklahoma City,Branch,Engineer,0,0
1407073.7765,3242.0,27270.0,21.0,155119869.23,-219071.99999999997,Debit,Virginia Beach,ATM,Doctor,4,4
671885.5874999999,1320.0,56560.0,5.0,4410608.3578,-125524.0,Credit,Fresno,ATM,Student,5,5
2208942.003,4048.0000000000005,30460.0,5.0,16365407.854399998,-159740.0,Debit,Kansas City,ATM,Doctor,6,6
352435.43950000004,1196.0,69030.0,5.0,13541802.6024,-181580.0,Debit,San Diego,Online,Student,0,0
533958.6494999999,1816.0,35680.0,5.0,99441289.50159998,-209607.99999999997,Debit,Tucson,Branch,Doctor,2,2
902435.415,2498.0,25530.0,5.0,126810771.91659999,-153188.0,Debit,Austin,ATM,Doctor,1,1
502144.1165,3304.0,24370.0,5.0,76267940.37099998,-125524.0,Debit,Philadelphia,ATM,Retired,7,7
700457.2640000001,1382.0,27270.0,5.0,13000735.568599999,-222347.99999999997,Debit,Virginia Beach,Branch,Student,5,5
405069.49500000005,3552.0,39450.0,5.0,105026463.9998,-152460.0,Debit,Miami,Branch,Retired,7,7
41236.3465,3614.0,69610.0,5.0,178390661.00759998,-200871.99999999997,Debit,Denver,ATM,Doctor,1,1
122000.743,1134.0,57720.0,5.0,120294015.95959999,-153552.0,Debit,Columbus,ATM,Student,0,0
617601.321,3924.0,48440.0,5.0,187841110.09259996,-171388.0,Debit,San Antonio,ATM,Doctor,1,1
23237.5335,4668.000000000001,36840.0,5.0,25741026.9372,-120064.0,Debit,Jacksonville,,Retired,7,7
1232938.139,2746.0,8130.0,5.0,46760224.11579999,-198687.99999999997,Debit,Milwaukee,Branch,Engineer,2,2
403822.2425,1692.0,42350.0,5.0,18484301.9326,-120428.0,Debit,Las Vegas,ATM,Student,5,5
601847.5625,3428.0,50180.0,5.0,28062988.516399994,-235087.99999999997,Credit,Chicago,Branch,Retired,3,3
191424.736,1630.0,38000.0,5.0,6202065.388599999,-166292.0,Debit,Sacramento,Branch,Student,5,5
221282.042,3304.0,32780.0,5.0,88205482.84919998,-171024.0,Debit,Denver,Branch,Retired,3,3
64492.8085,1444.0,20890.0,5.0,7127249.849199999,-161196.0,Debit,Milwaukee,Online,Student,5,5
956719.6815,2064.0,9290.0,5.0,87222279.10259998,-235087.99999999997,Credit,Oklahoma City,Online,Doctor,2,2
189601.8285,1692.0,26400.0,5.0,11858350.704,-156100.0,Debit,San Francisco,Branch,Student,5,5
3588.5095,4048.0000000000005,42640.0,5.0,108420889.76559998,-139356.0,Debit,Washington,ATM,Retired,7,7
151435.902,3676.0,27560.0,5.0,83679681.00639997,-185584.0,Credit,Jacksonville,Online,Engineer,2,2
372813.6265,2436.0,2910.0000000000005,5.0,44457899.833399996,-237635.99999999997,Credit,Seattle,Branch,Engineer,2,2
55128.8205,3304.0,53660.0,5.0,40360101.8004,,Debit,Kansas City,ATM,Engineer,0,0
202496.50050000002,1506.0,25530.0,5.0,21328288.3184,-185220.0,Debit,Colorado Springs,Online,Student,5,5
1414845.1190000002,1878.0,9870.0,5.0,109144196.86439998,-217251.99999999997,Debit,Miami,Online,Doctor,2,2
456417.9210000001,1134.0,60910.0,5.0,7075925.0962,-232539.99999999997,Debit,Philadelphia,ATM,Student,5,5
785980.4085,4048.0000000000005,25820.0,5.0,174030437.28099996,-170660.0,Debit,Kansas City,Branch,Doctor,1,1
144931.0005,1320.0,45540.0,5.0,15387857.268999998,-161196.0,Credit,Fresno,Online,Student,5,5
139596.5975,3986.0000000000005,4360.0,5.0,179157556.95459998,-201963.99999999997,Debit,Phoenix,ATM,Doctor,1,1
75046.4835,1630.0,41480.0,5.0,7714286.009599999,-157192.0,Debit,Columbus,Online,Student,5,5
2513290.8015,1444.0,40320.0,5.0,18728875.5382,-222347.99999999997,Debit,San Francisco,ATM,Student,6,6
1399571.073,4234.000000000001,26110.0,5.0,135789777.11099997,-130256.0,Debit,Los Angeles,ATM,Doctor,1,1
263822.9465000001,2126.0,14510.0,5.0,66514749.62699999,-170660.0,Debit,Fort Worth,ATM,Engineer,2,2
968463.0434999999,1816.0,17700.0,5.0,92452197.04959999,-209607.99999999997,Debit,Detroit,Online,Engineer,2,2
712795.4695,1506.0,16830.0,5.0,17659386.699599996,-191407.99999999997,Credit,Milwaukee,Branch,Student,5,5
825777.3575,2250.0,59460.0,5.0,5279856.276,-227443.99999999997,Debit,Charlotte,Online,Doctor,0,0
441949.792,2188.0,16250.0,5.0,11774445.8904,-196867.99999999997,Debit,Las Vegas,Branch,Engineer,2,2
233543.49349999998,3242.0,40610.0,5.0,87458819.26859999,-155736.0,Debit,Chicago,ATM,Retired,7,7
189716.95950000003,1258.0,51920.0,5.0,7932379.018,-244915.99999999997,Debit,Detroit,Online,Student,5,5
225561.0775,1506.0,10160.0,5.0,13358521.1656,-195411.99999999997,Debit,Fresno,ATM,Student,5,5
469427.72400000005,1878.0,29880.0,5.0,136264493.88439998,-227079.99999999997,Debit,Tucson,Branch,Doctor,2,2
617735.6405,2808.0,3490.0000000000005,5.0,65349603.35019998,-122976.0,Debit,Nashville,ATM,Engineer,7,7
2096785.2205,3614.0,3200.0000000000005,5.0,20693349.0552,-237635.99999999997,Debit,Columbus,Branch,Retired,6,6
543476.1455,2498.0,28430.0,5.0,29884050.2598,,Debit,El Paso,Online,Engineer,2,2
665169.6124999999,1878.0,17410.0,5.0,94570942.36039999,-112784.0,Debit,Washington,Online,Engineer,7,7
732271.797,3986.0000000000005,47570.0,5.0,89396217.11879998,,Debit,Las Vegas,Online,Retired,3,3
745761.3125,4730.000000000001,12480.0,5.0,117479485.519,-227079.99999999997,Debit,Oklahoma City,ATM,Retired,3,3
56069.057,1506.0,43800.0,5.0,24538242.508199997,-177940.0,Debit,San Antonio,ATM,Student,5,5
89706.4975,4172.000000000001,43510.0,5.0,42256439.84819999,-168840.0,Debit,Colorado Springs,Branch,Retired,3,3
668988.124,3552.0,37130.0,5.0,48720829.6804,-187767.99999999997,Debit,San Jose,Online,Retired,3,3
612439.6145,4544.000000000001,23500.0,5.0,96722118.9644,-242003.99999999997,Debit,Tucson,Online,Retired,3,3
141899.2175,1630.0,22050.0,5.0,5414044.4708,-134260.0,Debit,Kansas City,ATM,Student,5,5
747641.7855,1692.0,28720.0,5.0,145025703.60519996,-228899.99999999997,Debit,Mesa,Online,Engineer,2,2
417561.20850000007,1196.0,13060.0,5.0,20894928.8822,-218707.99999999997,Debit,Chicago,ATM,Student,5,5
383463.24400000006,1320.0,43510.0,5.0,10509625.4556,-240183.99999999997,Debit,Dallas,ATM,Student,5,5
108127.4575,2746.0,21760.0,5.0,75807951.57019998,-231447.99999999997,Debit,Charlotte,ATM,Doctor,2,2
477697.9675,4048.0000000000005,8420.0,5.0,45519801.5346,-185220.0,Credit,San Francisco,Branch,Retired,3,3
273589.89300000004,2064.0,42060.0,5.0,116696671.46019998,-184128.0,Debit,San Antonio,ATM,Engineer,2,2
1958628.0205,1754.0,25240.0,5.0,16656248.121399997,,Debit,Fort Worth,ATM,Student,6,6
161836.06900000002,3614.0,71930.0,13.0,79054651.3078,-188131.99999999997,Debit,Memphis,Online,Retired,4,4
3084647.5775,1940.0,45250.0,5.0,92652289.20259999,-155008.0,Debit,Phoenix,ATM,Engineer,6,6
640474.0129999999,3738.0,28430.0,5.0,101324684.78559998,-124432.0,Debit,San Diego,ATM,Retired,7,7
638190.5815,3428.0,41480.0,5.0,21676552.801799998,-175392.0,Debit,San Antonio,Online,Retired,3,3
454403.12850000005,1382.0,4360.0,5.0,12105007.053199999,-137172.0,Debit,Oklahoma City,Branch,Student,5,5
801695.79,1692.0,37710.0,5.0,22595191.496799998,-181580.0,Credit,Philadelphia,Branch,Student,5,5
612631.4994999999,3118.0,43510.0,5.0,152780948.1672,-166292.0,Debit,San Antonio,ATM,Doctor,1,1
737030.545,2622.0,49890.0,5.0,10009023.154599998,,Debit,Detroit,Branch,Engineer,0,0
1574646.947,3800.0,45830.0,5.0,89629484.40199998,-223439.99999999997,Credit,Fresno,Branch,Doctor,6,6
911012.6745,3490.0,14510.0,5.0,32112883.446599998,-115332.0,Credit,Indianapolis,Online,Engineer,7,7
1041398.532,2684.0,26690.0,5.0,89436086.78199999,-156100.0,Credit,Indianapolis,Branch,Doctor,7,7
153124.49,4544.000000000001,22050.0,5.0,94803317.03919998,-116424.0,Debit,Fort Worth,ATM,Retired,7,7
88727.884,3552.0,15090.0,5.0,38226777.28439999,-219799.99999999997,Debit,San Diego,Branch,Engineer,2,2
628999.29,3800.0,15670.0,5.0,157477534.98519996,-126980.0,Debit,San Francisco,ATM,Doctor,1,1
855404.4015,3242.0,46700.0,5.0,10681451.8026,-177576.0,Debit,Las Vegas,ATM,Doctor,0,0
107244.7865,4482.000000000001,43510.0,5.0,54890064.991,-162652.0,Debit,Fresno,Online,Retired,3,3
303965.2885,1754.0,4650.0,5.0,22496112.4084,-231447.99999999997,Debit,Sacramento,Branch,Student,5,5
194168.69150000002,3986.0000000000005,21760.0,5.0,214068207.64299998,-124796.0,Credit,Denver,Online,Doctor,1,1
1587157.849,2250.0,76860.0,17.0,145795277.36539996,-239819.99999999997,Debit,El Paso,Branch,Engineer,4,4
118911.3945,4606.000000000001,27560.0,5.0,104355820.56059998,-194319.99999999997,Debit,Phoenix,ATM,Retired,3,3
52212.16850000001,4916.000000000001,29590.0,5.0,52375300.8614,-185948.0,Debit,San Jose,ATM,Retired,3,3
333381.2590000001,4978.000000000001,18570.0,5.0,73095773.1008,-154644.0,Debit,Houston,Online,Retired,3,3
337928.93350000004,2374.0,30460.0,5.0,136201862.809,-165200.0,Debit,San Jose,Branch,Engineer,2,2
169626.6,2870.0,50470.0,5.0,38196577.5022,-131712.0,Debit,Fort Worth,Online,Engineer,7,7
1089753.552,3304.0,4070.0000000000005,5.0,56226293.777799994,-183764.0,Debit,Columbus,Online,Retired,3,3
265012.63350000005,4234.000000000001,30170.0,5.0,62149914.11099998,-120428.0,Credit,Phoenix,Online,Retired,7,7
876780.3905,1754.0,55980.0,5.0,108373581.73239999,-148092.0,Credit,Virginia Beach,Branch,Engineer,0,0
194610.027,4110.000000000001,42350.0,5.0,97153990.72659999,-204147.99999999997,Debit,Atlanta,Online,Retired,3,3
576825.7585,2746.0,14800.0,5.0,117459996.98959999,-201963.99999999997,Debit,El Paso,Online,Doctor,2,2
510299.229,3366.0,38290.0,5.0,100883738.21199998,-189223.99999999997,Debit,Boston,Online,Engineer,2,2
663039.689,1816.0,14510.0,5.0,31118968.4472,-237271.99999999997,Debit,San Diego,Online,Engineer,2,2
789645.412,2560.0,25530.0,5.0,165256731.09859997,-242367.99999999997,Debit,Los Angeles,ATM,Doctor,1,1
213395.5685,2188.0,32200.0,5.0,135205269.9964,-161196.0,Debit,Portland,Branch,Doctor,1,1
607066.8345,3304.0,24950.0,5.0,69499618.74059997,-158648.0,Debit,Colorado Springs,ATM,Engineer,7,7
500110.1355,2312.0,41190.0,5.0,112092320.43019998,-117152.0,Debit,Fort Worth,Branch,Engineer,7,7
177225.246,1816.0,41770.0,5.0,94514113.2136,-214703.99999999997,Debit,Dallas,ATM,Engineer,2,2
502854.091,3924.0,34230.0,5.0,202138103.5348,-153552.0,Debit,Oklahoma City,Branch,Doctor,1,1
123766.085,4606.000000000001,66710.0,5.0,20102147.407599997,-162652.0,Debit,Denver,ATM,Retired,3,3
486524.67750000005,1754.0,24660.0,21.0,41614210.9824,-242003.99999999997,Debit,Jacksonville,ATM,Engineer,4,4
,1320.0,36260.0,13.0,18190932.619799998,-219071.99999999997,Credit,Nashville,Branch,Student,4,4
337602.72900000005,3552.0,25820.0,5.0,55461183.03959999,-189223.99999999997,Debit,Indianapolis,ATM,Retired,3,3
382753.26950000005,3552.0,41190.0,5.0,90263828.59559998,-163744.0,Debit,Detroit,Online,Doctor,7,7
97995.9295,3924.0,38580.0,5.0,63853449.60839999,-237635.99999999997,Debit,Dallas,Branch,Retired,3,3
836350.221,3490.0,38870.0,5.0,56558788.9168,-113876.0,Debit,Jacksonville,ATM,Retired,7,7
143395.9205,3986.0000000000005,46990.0,5.0,94515303.35279998,-235087.99999999997,Credit,Jacksonville,Branch,Retired,3,3
350746.85150000005,1444.0,4070.0000000000005,5.0,18623548.218999997,-137536.0,Credit,Louisville,Online,Student,5,5
1205728.8460000001,2746.0,31330.0,5.0,176582690.79539996,-238727.99999999997,Debit,Austin,Online,Doctor,1,1
515000.4115,1816.0,51340.0,5.0,139981744.9082,-227079.99999999997,Debit,San Antonio,Online,Doctor,2,2
695142.0495,4978.000000000001,13640.0,5.0,89313948.74659999,,Debit,Jacksonville,ATM,Retired,3,3
1074844.0875,3118.0,26690.0,5.0,12166745.5242,-163744.0,Credit,Memphis,Online,Engineer,7,7
675416.2715,4978.000000000001,13060.0,9.0,54503120.98359999,-186675.99999999997,Debit,Chicago,ATM,Retired,3,3
253979.24600000007,1754.0,46410.0,5.0,4755451.191,-219799.99999999997,Debit,Colorado Springs,Branch,Student,5,5
47530.1745,2498.0,4940.0,5.0,7114604.6202,-134988.0,Credit,Nashville,Online,Engineer,7,7
1283077.6894999999,2746.0,41480.0,17.0,200044797.44939998,-132804.0,Debit,Detroit,Online,Doctor,4,4
153968.78399999999,3304.0,16830.0,5.0,119204592.28939998,-195411.99999999997,Credit,New York,Branch,Doctor,1,1
16598.3125,4234.000000000001,57430.0,5.0,62500558.87279999,-128072.0,Debit,Mesa,ATM,Retired,7,7
343301.7135,1134.0,5520.0,5.0,131970025.34859997,-219071.99999999997,Debit,Omaha,ATM,Student,2,2
221090.157,1692.0,31330.0,5.0,13481403.037999999,-121520.0,Debit,San Francisco,Branch,Engineer,7,7
310143.9855,2870.0,80050.0,5.0,138151013.2838,-115332.0,Debit,San Jose,Online,Doctor,0,0
1041456.0975,4358.000000000001,18280.0,5.0,33087161.149199996,-121884.0,Credit,Nashville,Branch,Retired,7,7
609177.5695000001,4172.000000000001,4650.0,5.0,217784863.59719998,-201963.99999999997,Credit,Sacramento,Online,Doctor,1,1
539177.9215,2808.0,8420.0,5.0,144804188.9466,-227443.99999999997,Debit,Houston,Branch,Engineer,2,2
46417.241500000004,1816.0,8130.0,5.0,41003372.037999995,-231811.99999999997,Debit,San Diego,ATM,Engineer,2,2
1126077.3825,2250.0,24950.0,5.0,99007037.46099998,-163380.0,Debit,Mesa,ATM,Doctor,6,6
714599.1885,3428.0,41480.0,5.0,48109544.4338,-184128.0,Debit,San Diego,ATM,Retired,3,3
,1258.0,42930.0,5.0,24941997.231799997,-171024.0,Debit,Fresno,ATM,Student,5,5
736243.8165,3366.0,82660.0,5.0,124534928.23139998,-135352.0,Debit,Colorado Springs,Online,Engineer,0,0
474282.4145,4048.0000000000005,43220.0,5.0,38852790.503599994,-194319.99999999997,Credit,Chicago,Branch,Retired,3,3
93601.763,1134.0,39450.0,5.0,8212954.334399999,-164836.0,Credit,Kansas City,Branch,Student,5,5
7963.487500000001,3738.0,34520.0,5.0,89518801.45639998,-139720.0,Credit,Omaha,Branch,Retired,7,7
117030.92150000001,2126.0,16830.0,5.0,108324488.49039999,-168476.0,Debit,Oklahoma City,Branch,Engineer,2,2
783255.6415,1630.0,69900.0,5.0,101868132.09779999,-118972.0,Debit,Mesa,Branch,Engineer,0,0
1006628.9700000001,3614.0,22050.0,5.0,193661039.54799998,-210699.99999999997,Debit,El Paso,Branch,Doctor,1,1
209078.156,1630.0,71640.0,5.0,113028513.67839998,-142996.0,Debit,Milwaukee,ATM,Student,0,0
134377.3255,3924.0,14220.0,5.0,109051217.23939998,-117880.0,Debit,Nashville,Branch,Retired,7,7
239549.494,3242.0,22920.0,5.0,99849507.24719998,-149548.0,Debit,Louisville,Online,Retired,7,7
621784.414,3366.0,8710.0,5.0,33443905.374399997,-178304.0,Debit,Virginia Beach,ATM,Retired,3,3
76159.41649999999,4358.000000000001,47280.0,5.0,52435849.19319999,-204511.99999999997,Debit,Austin,Online,Retired,3,3
302602.905,3614.0,13350.0,5.0,123961727.43919998,-124068.0,Credit,Omaha,Branch,,7,7
155945.1995,1382.0,19730.0,5.0,26993648.445199996,-132804.0,Credit,Seattle,Online,Student,5,5
371911.76700000005,2312.0,51050.0,5.0,57822567.97979999,-205967.99999999997,Debit,Kansas City,Branch,Engineer,2,2
32102.6205,4916.000000000001,47860.0,5.0,112931368.56619999,-124432.0,Debit,,Online,Retired,7,7
909631.1025,3552.0,62070.0,5.0,22081795.199399997,-165200.0,Debit,San Jose,ATM,Retired,0,0
75238.36850000001,4110.000000000001,71060.0,17.0,139626785.8918,-198687.99999999997,Debit,Miami,ATM,Doctor,4,4
1223746.8475,4916.000000000001,44090.0,5.0,62525849.33079999,-171388.0,Debit,Dallas,Branch,Retired,3,3
294716.43150000006,4110.000000000001,50470.0,5.0,71603636.07879998,-200871.99999999997,Credit,Portland,Branch,Retired,3,3
358057.67000000004,1134.0,40320.0,5.0,144552623.27319998,-137536.0,Debit,Tucson,Branch,Student,5,5
1235893.168,1506.0,15960.0,5.0,29465270.028799996,-199415.99999999997,Debit,Atlanta,Online,Student,5,5
434926.80100000004,2560.0,48730.0,5.0,151984596.27499998,-114604.0,Debit,,Branch,Doctor,1,1
585249.51,1382.0,64390.0,5.0,14056091.5042,-142268.0,Debit,Phoenix,ATM,Student,0,0
447284.195,2622.0,10740.0,5.0,111117447.65799998,-240183.99999999997,Credit,Nashville,Branch,Doctor,2,2
1521897.7605,4234.000000000001,22050.0,5.0,199187153.38839996,-198687.99999999997,Debit,Memphis,Online,Doctor,1,1
430187.24150000006,3242.0,26980.0,5.0,126087464.81779997,-149912.0,Debit,Houston,ATM,Doctor,1,1
412226.8055000001,1444.0,18280.0,5.0,14753215.5406,-217251.99999999997,Credit,Tucson,ATM,Student,5,5
313655.481,3924.0,32200.0,5.0,103449975.86199999,-154644.0,Credit,Baltimore,Branch,Retired,7,7
374156.8215000001,2126.0,26400.0,5.0,20381681.352199998,-124068.0,Debit,Jacksonville,Branch,Engineer,7,7
44901.35,2870.0,50760.0,17.0,220938732.47719997,-231811.99999999997,Debit,El Paso,ATM,Doctor,4,4
436538.63500000007,2126.0,80340.0,5.0,171162201.809,-219799.99999999997,Debit,Sacramento,Online,Doctor,0,0
498709.37499999994,1630.0,29010.0,5.0,13601607.097199999,-183036.0,Debit,Oklahoma City,Online,Student,5,5
114191.0235,2250.0,15960.0,5.0,148111139.48119998,-211791.99999999997,Credit,Dallas,Online,Doctor,1,1
97151.6355,3986.0000000000005,41480.0,,70408885.0894,-193591.99999999997,Debit,Columbus,Online,Retired,3,3
2062668.0675000001,1258.0,26400.0,5.0,7897567.4464,-190315.99999999997,Debit,Jacksonville,Branch,Student,6,6
216715.179,4544.000000000001,9000.0,5.0,56648346.8916,-126616.0,Credit,San Antonio,Online,Retired,7,7
22661.878500000003,1320.0,38000.0,5.0,4764377.234999999,-224895.99999999997,Debit,Phoenix,ATM,Student,5,5
631570.549,3428.0,4070.0000000000005,5.0,179025600.27079996,-130256.0,Debit,Sacramento,Branch,Doctor,1,1
295963.68400000007,3800.0,23790.0,5.0,90890288.11699998,-133168.0,Debit,Mesa,ATM,Retired,7,7
447936.60400000005,1258.0,86140.0,5.0,25169760.1212,-238727.99999999997,Debit,Chicago,Online,Student,0,0
272093.19000000006,1134.0,33650.0,5.0,25255896.4458,-129892.0,,Chicago,ATM,Student,5,5
401097.47550000006,3428.0,36550.0,5.0,124362209.27999999,,Debit,Detroit,Branch,Engineer,2,2
2182941.5855,1630.0,41770.0,5.0,24236095.918799996,-229627.99999999997,Debit,Baltimore,ATM,Student,6,6
501088.74899999995,2622.0,46990.0,5.0,90749405.38919999,-196867.99999999997,Debit,San Antonio,,Engineer,2,2
195358.37850000002,2808.0,30460.0,,206370684.8322,-180488.0,Debit,Fort Worth,ATM,Doctor,1,1
189409.9435,2002.0,33940.0,5.0,150184213.20019996,-151004.0,Debit,Fort Worth,ATM,Doctor,1,1
167669.373,1320.0,73090.0,5.0,22389446.1826,-223439.99999999997,Debit,Atlanta,Branch,Student,0,0
160013.16150000002,2002.0,45830.0,5.0,196106924.37139997,-151004.0,Debit,Omaha,Branch,Doctor,1,1
513388.5775,2870.0,11610.0,5.0,64416980.51959999,-186312.0,Debit,Charlotte,Online,Engineer,2,2
1669495.7025,1816.0,11320.0,5.0,13467270.135,-157556.0,Debit,El Paso,ATM,Doctor,6,6
296117.19200000004,2374.0,,5.0,103728170.89999998,-112784.0,Credit,Tucson,ATM,Engineer,7,7
315670.2735,4854.000000000001,31910.0,5.0,52867423.4206,-189223.99999999997,Debit,Louisville,Branch,Retired,3,3
1454718.822,4296.000000000001,26110.0,5.0,91709996.49099998,-179032.0,Debit,San Francisco,ATM,Retired,6,6
199100.13600000003,1754.0,54530.0,5.0,143205683.23359996,-213975.99999999997,Debit,Kansas City,Online,Engineer,2,2
1120455.152,3428.0,40320.0,5.0,94677757.3536,-168476.0,Debit,Kansas City,Online,Engineer,7,7
391560.791,4792.000000000001,46120.0,5.0,64741144.68419999,-245279.99999999997,Debit,Washington,Online,Retired,3,3
102677.9235,3490.0,47860.0,5.0,85890959.63999999,-137172.0,Debit,New York,Online,Retired,7,7
2126968.731,1878.0,75990.0,5.0,137714678.4996,-157556.0,Debit,Los Angeles,Branch,Engineer,6,6
101603.36750000001,4234.000000000001,4070.0000000000005,5.0,94252877.65919998,-166292.0,Credit,Charlotte,Online,,7,7
230588.4645,3056.0,30460.0,5.0,80390880.09459999,-165928.0,Debit,Portland,ATM,Doctor,7,7
423682.3400000001,1940.0,8130.0,5.0,121026992.93939999,-155372.0,Debit,Indianapolis,Online,Engineer,2,2
228362.59850000002,2808.0,25240.0,5.0,145766267.72239998,-219799.99999999997,Debit,Philadelphia,ATM,Doctor,1,1
351763.842,1320.0,21470.0,5.0,2044462.8607999994,-198687.99999999997,Debit,Raleigh,ATM,Student,5,5
1648062.148,3738.0,65840.0,5.0,104367275.65039998,-160832.0,Debit,Jacksonville,Online,Engineer,6,6
21990.281000000003,2560.0,37130.0,5.0,35060263.1754,-229991.99999999997,Credit,San Francisco,Online,Engineer,2,2
117760.0845,4668.000000000001,47570.0,5.0,63887368.57559998,-232539.99999999997,Debit,Columbus,Branch,Retired,3,3
197795.318,3056.0,43510.0,5.0,137630476.15119997,-224895.99999999997,Credit,Milwaukee,Branch,Engineer,2,2
2322.0685,3428.0,56850.0,5.0,112211483.11759998,-161196.0,Debit,Atlanta,Branch,Retired,0,0
815856.903,1630.0,49890.0,5.0,146992854.93539998,-145180.0,Credit,Colorado Springs,Online,Engineer,0,0
116973.356,3242.0,69030.0,5.0,92075815.52759998,-138264.0,Debit,Colorado Springs,ATM,Retired,0,0
123209.6185,3180.0,10740.0,5.0,186557098.6632,-242731.99999999997,Debit,Omaha,ATM,Doctor,1,1
1003597.1869999999,3304.0,24080.0,5.0,68226467.33139998,-195411.99999999997,Debit,Jacksonville,Online,Retired,3,3
96441.661,4048.0000000000005,47570.0,5.0,22603522.4712,-132076.0,Debit,Las Vegas,Branch,Retired,7,7
211227.268,1196.0,27560.0,5.0,21530611.982399996,-128072.0,Debit,Detroit,Branch,Student,5,5
104520.0195,1444.0,9870.0,5.0,16831942.4208,-130620.0,Credit,Philadelphia,Branch,Student,5,5
153047.736,4234.000000000001,33360.0,5.0,152914392.52499998,-212155.99999999997,Debit,Kansas City,Online,Doctor,1,1
32217.7515,1878.0,42350.0,5.0,7961388.660999999,-133168.0,Credit,Detroit,Online,Doctor,5,5
2938354.4535,1134.0,17990.0,17.0,12792014.906399999,-138264.0,Debit,San Diego,Online,Student,4,4
131671.747,1816.0,45540.0,5.0,206659888.65779996,-180488.0,Debit,Omaha,Branch,Doctor,1,1
,1258.0,81210.0,5.0,22996119.639799997,-219799.99999999997,Debit,New York,Branch,Student,0,0
1234549.973,1134.0,30460.0,5.0,15572180.077599999,-133168.0,Credit,Detroit,Online,Student,5,5
630035.4689999999,2622.0,9000.0,5.0,42256737.382999994,-142268.0,Credit,San Diego,Online,Engineer,7,7
139462.27800000002,4296.000000000001,12770.0,5.0,92485372.17979999,-172480.0,Debit,Seattle,Online,Retired,3,3
680731.486,3180.0,80920.0,5.0,150878808.19079998,-196139.99999999997,Debit,Detroit,Branch,Doctor,0,0
1523336.898,1382.0,73090.0,5.0,20887936.8144,-226715.99999999997,Credit,Los Angeles,ATM,Student,0,0
56069.057,1692.0,20020.0,5.0,115976042.17459998,-224895.99999999997,Debit,Detroit,ATM,Engineer,2,2
1254870.5945000001,2312.0,29010.0,5.0,57820782.771,-145180.0,Debit,Miami,,Engineer,6,6
703124.4655,1320.0,26690.0,5.0,23214510.183,-235087.99999999997,Credit,Portland,Online,Student,5,5
231912.47100000002,2064.0,46990.0,17.0,201826584.59919998,-129528.0,Debit,Colorado Springs,Online,Doctor,4,4
448512.2590000001,4482.000000000001,41190.0,5.0,70657772.94959998,-229991.99999999997,Debit,Boston,Online,Retired,3,3
905390.4439999999,1134.0,40030.0,5.0,15536327.134199997,-147000.0,Debit,Raleigh,ATM,Student,5,5
409482.85000000003,4544.000000000001,29010.0,5.0,29935672.547599997,-163744.0,Credit,Fort Worth,Branch,Retired,3,3
487791.11850000004,2994.0,13350.0,5.0,37001528.97799999,-194319.99999999997,Debit,Phoenix,ATM,Engineer,2,2
1108577.4705,2312.0,18280.0,5.0,222823764.20259997,-131712.0,Debit,San Jose,ATM,Doctor,1,1
326703.661,1692.0,76860.0,5.0,29299543.1452,-148456.0,Debit,Chicago,ATM,Student,0,0
648053.4705,4854.000000000001,31040.0,17.0,104155133.33799998,-193955.99999999997,Debit,San Antonio,Online,Retired,4,4
634391.2585,3986.0000000000005,32780.0,5.0,37567588.934999995,-177940.0,Credit,Nashville,Branch,Retired,3,3
253921.68050000005,2188.0,13640.0,5.0,110949935.56559998,-131712.0,Credit,Phoenix,ATM,Engineer,7,7
1290887.409,2870.0,34230.0,5.0,,-165200.0,Credit,Colorado Springs,Branch,Engineer,6,6
142071.91400000002,1134.0,19150.0,5.0,25145213.5002,-226351.99999999997,Debit,Memphis,Online,Student,5,5
378359.10300000006,1754.0,39160.0,5.0,46339956.2108,-199051.99999999997,Debit,Tucson,Online,Engineer,2,2
40583.9375,4358.000000000001,52210.0,5.0,51573890.87759999,-128072.0,Debit,Columbus,Branch,Retired,7,7
419019.53450000007,3862.0,,5.0,147908220.7476,-189223.99999999997,Debit,Houston,ATM,Doctor,1,1
1132140.9485,1816.0,40610.0,13.0,145669271.37759998,-232539.99999999997,Debit,San Jose,Online,Doctor,4,4
1339012.1670000001,2746.0,44380.0,5.0,101518975.00999999,-125524.0,Debit,New York,Online,Engineer,6,6
580951.286,2374.0,25530.0,13.0,127692962.59859997,-129528.0,Debit,Sacramento,ATM,Engineer,4,4
283990.06000000006,1258.0,10160.0,5.0,22146360.251,-237635.99999999997,Debit,Tucson,Branch,Student,5,5
